sequence,tx_ns,rx_ns,latency_ns
3995,200000000,200008192,8192
3996,200000000,200008194,8194
3997,200000000,200008196,8196
3998,200000000,200008198,8198
3999,200000000,200008200,8200
4000,200000000,200008202,8202
4001,200000000,200008204,8204
4002,200000000,200008206,8206
4003,200000000,200008208,8208
4004,200000000,200008210,8210
4005,200000000,200008212,8212
4006,200000000,200008214,8214
4007,200000000,200008216,8216
4008,200000000,200008218,8218
4009,200000000,200008220,8220
4010,200000000,200008222,8222
4011,200000000,200008224,8224
4012,200000000,200008226,8226
4013,200000000,200008228,8228
4014,200000000,200008230,8230
4015,200000000,200008232,8232
4016,200000000,200008234,8234
4017,200000000,200008236,8236
4018,200000000,200008238,8238
4019,200000000,200008240,8240
4020,200000000,200008242,8242
4021,200000000,200008244,8244
4022,200000000,200008246,8246
4023,200000000,200008248,8248
4024,200000000,200008250,8250
4025,200000000,200008252,8252
4026,200000000,200008254,8254
4027,200000000,200008256,8256
4028,200000000,200008258,8258
4029,200000000,200008260,8260
4030,200000000,200008262,8262
4031,200000000,200008264,8264
4032,200000000,200008266,8266
4033,200000000,200008268,8268
4034,200000000,200008270,8270
4035,200000000,200008272,8272
4036,200000000,200008274,8274
4037,200000000,200008276,8276
4038,200000000,200008278,8278
4039,200000000,200008280,8280
4040,200000000,200008282,8282
4041,200000000,200008284,8284
4042,200000000,200008286,8286
4043,200000000,200008288,8288
4044,200000000,200008290,8290
4045,200000000,200008292,8292
4046,200000000,200008294,8294
4047,200000000,200008296,8296
4048,200000000,200008298,8298
4049,200000000,200008300,8300
4050,200000000,200008302,8302
4051,200000000,200008304,8304
4052,200000000,200008306,8306
4053,200000000,200008308,8308
4054,200000000,200008310,8310
4055,200000000,200008312,8312
4056,200000000,200008314,8314
4057,200000000,200008316,8316
4058,200000000,200008318,8318
4059,200000000,200008320,8320
4060,200000000,200008322,8322
4061,200000000,200008324,8324
4062,200000000,200008326,8326
4063,200000000,200008328,8328
4064,200000000,200008330,8330
4065,200000000,200008332,8332
4066,200000000,200008334,8334
4067,200000000,200008336,8336
4068,200000000,200008338,8338
4069,200000000,200008340,8340
4070,200000000,200008342,8342
4071,200000000,200008344,8344
4072,200000000,200008346,8346
4073,200000000,200008348,8348
4074,200000000,200008350,8350
4075,200000000,200008352,8352
4076,200000000,200008354,8354
4077,200000000,200008356,8356
4078,200000000,200008358,8358
4079,200000000,200008360,8360
4080,200000000,200008362,8362
4081,200000000,200008364,8364
4082,200000000,200008366,8366
4083,200000000,200008368,8368
4084,200000000,200008370,8370
4085,200000000,200008372,8372
4086,200000000,200008374,8374
4087,200000000,200008376,8376
4088,200000000,200008378,8378
4089,200000000,200008380,8380
4090,200000000,200008382,8382
4091,200000000,200008384,8384
4092,200000000,200008386,8386
4093,200000000,200008388,8388
4094,200000000,200008390,8390
4095,200000000,200008392,8392
4096,200000000,200008394,8394
4097,200000000,200008396,8396
4098,200000000,200008398,8398
4099,200000000,200008400,8400
4100,200000000,200008402,8402
4101,200000000,200008404,8404
4102,200000000,200008406,8406
4103,200000000,200008408,8408
4104,200000000,200008410,8410
4105,200000000,200008412,8412
4106,200000000,200008414,8414
4107,200000000,200008416,8416
4108,200000000,200008418,8418
4109,200000000,200008420,8420
4110,200000000,200008422,8422
4111,200000000,200008424,8424
4112,200000000,200008426,8426
4113,200000000,200008428,8428
4114,200000000,200008430,8430
4115,200000000,200008432,8432
4116,200000000,200008434,8434
4117,200000000,200008436,8436
4118,200000000,200008438,8438
4119,200000000,200008440,8440
4120,200000000,200008442,8442
4121,200000000,200008444,8444
4122,200000000,200008446,8446
4123,200000000,200008448,8448
4124,200000000,200008450,8450
4125,200000000,200008452,8452
4126,200000000,200008454,8454
4127,200000000,200008456,8456
4128,200000000,200008458,8458
4129,200000000,200008460,8460
4130,200000000,200008462,8462
4131,200000000,200008464,8464
4132,200000000,200008466,8466
4133,200000000,200008468,8468
4134,200000000,200008470,8470
4135,200000000,200008472,8472
4136,200000000,200008474,8474
4137,200000000,200008476,8476
4138,200000000,200008478,8478
4139,200000000,200008480,8480
4140,200000000,200008482,8482
4141,200000000,200008484,8484
4142,200000000,200008486,8486
4143,200000000,200008488,8488
4144,200000000,200008490,8490
4145,200000000,200008492,8492
4146,200000000,200008494,8494
4147,200000000,200008496,8496
4148,200000000,200008498,8498
4149,200000000,200008500,8500
4150,200000000,200008502,8502
4151,200000000,200008504,8504
4152,200000000,200008506,8506
4153,200000000,200008508,8508
4154,200000000,200008510,8510
4155,200000000,200008512,8512
4156,200000000,200008514,8514
4157,200000000,200008516,8516
4158,200000000,200008518,8518
4159,200000000,200008520,8520
4160,200000000,200008522,8522
4161,200000000,200008524,8524
4162,200000000,200008526,8526
4163,200000000,200008528,8528
4164,200000000,200008530,8530
4165,200000000,200008532,8532
4166,200000000,200008534,8534
4167,200000000,200008536,8536
4168,200000000,200008538,8538
4169,200000000,200008540,8540
4170,200000000,200008542,8542
4171,200000000,200008544,8544
4172,200000000,200008546,8546
4173,200000000,200008548,8548
4174,200000000,200008550,8550
4175,200000000,200008552,8552
4176,200000000,200008554,8554
4177,200000000,200008556,8556
4178,200000000,200008558,8558
4179,200000000,200008560,8560
4180,200000000,200008562,8562
4181,200000000,200008564,8564
4182,200000000,200008566,8566
4183,200000000,200008568,8568
4184,200000000,200008570,8570
4185,200000000,200008572,8572
4186,200000000,200008574,8574
4187,200000000,200008576,8576
4188,200000000,200008578,8578
4189,200000000,200008580,8580
4190,200000000,200008582,8582
4191,200000000,200008584,8584
4192,200000000,200008586,8586
4193,200000000,200008588,8588
4194,200000000,200008590,8590
4195,200000000,200008592,8592
4196,200000000,200008594,8594
4197,200000000,200008596,8596
4198,200000000,200008598,8598
4199,200000000,200008600,8600
4200,200000000,200008602,8602
4201,200000000,200008604,8604
4202,200000000,200008606,8606
4203,200000000,200008608,8608
4204,200000000,200008610,8610
4205,200000000,200008612,8612
4206,200000000,200008614,8614
4207,200000000,200008616,8616
4208,200000000,200008618,8618
4209,200000000,200008620,8620
4210,200000000,200008622,8622
4211,200000000,200008624,8624
4212,200000000,200008626,8626
4213,200000000,200008628,8628
4214,200000000,200008630,8630
4215,200000000,200008632,8632
4216,200000000,200008634,8634
4217,200000000,200008636,8636
4218,200000000,200008638,8638
4219,200000000,200008640,8640
4220,200000000,200008642,8642
4221,200000000,200008644,8644
4222,200000000,200008646,8646
4223,200000000,200008648,8648
4224,200000000,200008650,8650
4225,200000000,200008652,8652
4226,200000000,200008654,8654
4227,200000000,200008656,8656
4228,200000000,200008658,8658
4229,200000000,200008660,8660
4230,200000000,200008662,8662
4231,200000000,200008664,8664
4232,200000000,200008666,8666
4233,200000000,200008668,8668
4234,200000000,200008670,8670
4235,200000000,200008672,8672
4236,200000000,200008674,8674
4237,200000000,200008676,8676
4238,200000000,200008678,8678
4239,200000000,200008680,8680
4240,200000000,200008682,8682
4241,200000000,200008684,8684
4242,200000000,200008686,8686
4243,200000000,200008688,8688
4244,200000000,200008690,8690
4245,200000000,200008692,8692
4246,200000000,200008694,8694
4247,200000000,200008696,8696
4248,200000000,200008698,8698
4249,200000000,200008700,8700
4250,200000000,200008702,8702
4251,200000000,200008704,8704
4252,200000000,200008706,8706
4253,200000000,200008708,8708
4254,200000000,200008710,8710
4255,200000000,200008712,8712
4256,200000000,200008714,8714
4257,200000000,200008716,8716
4258,200000000,200008718,8718
4259,200000000,200008720,8720
4260,200000000,200008722,8722
4261,200000000,200008724,8724
4262,200000000,200008726,8726
4263,200000000,200008728,8728
4264,200000000,200008730,8730
4265,200000000,200008732,8732
4266,200000000,200008734,8734
4267,200000000,200008736,8736
4268,200000000,200008738,8738
4269,200000000,200008740,8740
4270,200000000,200008742,8742
4271,200000000,200008744,8744
4272,200000000,200008746,8746
4273,200000000,200008748,8748
4274,200000000,200008750,8750
4275,200000000,200008752,8752
4276,200000000,200008754,8754
4277,200000000,200008756,8756
4278,200000000,200008758,8758
4279,200000000,200008760,8760
4280,200000000,200008762,8762
4281,200000000,200008764,8764
4282,200000000,200008766,8766
4283,200000000,200008768,8768
4284,200000000,200008770,8770
4285,200000000,200008772,8772
4286,200000000,200008774,8774
4287,200000000,200008776,8776
4288,200000000,200008778,8778
4289,200000000,200008780,8780
4290,200000000,200008782,8782
4291,200000000,200008784,8784
4292,200000000,200008786,8786
4293,200000000,200008788,8788
4294,200000000,200008790,8790
4295,200000000,200008792,8792
4296,200000000,200008794,8794
4297,200000000,200008796,8796
4298,200000000,200008798,8798
4299,200000000,200008800,8800
4300,200000000,200008802,8802
4301,200000000,200008804,8804
4302,200000000,200008806,8806
4303,200000000,200008808,8808
4304,200000000,200008810,8810
4305,200000000,200008812,8812
4306,200000000,200008814,8814
4307,200000000,200008816,8816
4308,200000000,200008818,8818
4309,200000000,200008820,8820
4310,200000000,200008822,8822
4311,200000000,200008824,8824
4312,200000000,200008826,8826
4313,200000000,200008828,8828
4314,200000000,200008830,8830
4315,200000000,200008832,8832
4316,200000000,200008834,8834
4317,200000000,200008836,8836
4318,200000000,200008838,8838
4319,200000000,200008840,8840
4320,200000000,200008842,8842
4321,200000000,200008844,8844
4322,200000000,200008846,8846
4323,200000000,200008848,8848
4324,200000000,200008850,8850
4325,200000000,200008852,8852
4326,200000000,200008854,8854
4327,200000000,200008856,8856
4328,200000000,200008858,8858
4329,200000000,200008860,8860
4330,200000000,200008862,8862
4331,200000000,200008864,8864
4332,200000000,200008866,8866
4333,200000000,200008868,8868
4334,200000000,200008870,8870
4335,200000000,200008872,8872
4336,200000000,200008874,8874
4337,200000000,200008876,8876
4338,200000000,200008878,8878
4339,200000000,200008880,8880
4340,200000000,200008882,8882
4341,200000000,200008884,8884
4342,200000000,200008886,8886
4343,200000000,200008888,8888
4344,200000000,200008890,8890
4345,200000000,200008892,8892
4346,200000000,200008894,8894
4347,200000000,200008896,8896
4348,200000000,200008898,8898
4349,200000000,200008900,8900
4350,200000000,200008902,8902
4351,200000000,200008904,8904
4352,200000000,200008906,8906
4353,200000000,200008908,8908
4354,200000000,200008910,8910
4355,200000000,200008912,8912
4356,200000000,200008914,8914
4357,200000000,200008916,8916
4358,200000000,200008918,8918
4359,200000000,200008920,8920
4360,200000000,200008922,8922
4361,200000000,200008924,8924
4362,200000000,200008926,8926
4363,200000000,200008928,8928
4364,200000000,200008930,8930
4365,200000000,200008932,8932
4366,200000000,200008934,8934
4367,200000000,200008936,8936
4368,200000000,200008938,8938
4369,200000000,200008940,8940
4370,200000000,200008942,8942
4371,200000000,200008944,8944
4372,200000000,200008946,8946
4373,200000000,200008948,8948
4374,200000000,200008950,8950
4375,200000000,200008952,8952
4376,200000000,200008954,8954
4377,200000000,200008956,8956
4378,200000000,200008958,8958
4379,200000000,200008960,8960
4380,200000000,200008962,8962
4381,200000000,200008964,8964
4382,200000000,200008966,8966
4383,200000000,200008968,8968
4384,200000000,200008970,8970
4385,200000000,200008972,8972
4386,200000000,200008974,8974
4387,200000000,200008976,8976
4388,200000000,200008978,8978
4389,200000000,200008980,8980
4390,200000000,200008982,8982
4391,200000000,200008984,8984
4392,200000000,200008986,8986
4393,200000000,200008988,8988
4394,200000000,200008990,8990
4395,200000000,200008992,8992
4396,200000000,200008994,8994
4397,200000000,200008996,8996
4398,200000000,200008998,8998
4399,200000000,200009000,9000
4400,200000000,200009002,9002
4401,200000000,200009004,9004
4402,200000000,200009006,9006
4403,200000000,200009008,9008
4404,200000000,200009010,9010
4405,200000000,200009012,9012
4406,200000000,200009014,9014
4407,200000000,200009016,9016
4408,200000000,200009018,9018
4409,200000000,200009020,9020
4410,200000000,200009022,9022
4411,200000000,200009024,9024
4412,200000000,200009026,9026
4413,200000000,200009028,9028
4414,200000000,200009030,9030
4415,200000000,200009032,9032
4416,200000000,200009034,9034
4417,200000000,200009036,9036
4418,200000000,200009038,9038
4419,200000000,200009040,9040
4420,200000000,200009042,9042
4421,200000000,200009044,9044
4422,200000000,200009046,9046
4423,200000000,200009048,9048
4424,200000000,200009050,9050
4425,200000000,200009052,9052
4426,200000000,200009054,9054
4427,200000000,200009056,9056
4428,200000000,200009058,9058
4429,200000000,200009060,9060
4430,200000000,200009062,9062
4431,200000000,200009064,9064
4432,200000000,200009066,9066
4433,200000000,200009068,9068
4434,200000000,200009070,9070
4435,200000000,200009072,9072
4436,200000000,200009074,9074
4437,200000000,200009076,9076
4438,200000000,200009078,9078
4439,200000000,200009080,9080
4440,200000000,200009082,9082
4441,200000000,200009084,9084
4442,200000000,200009086,9086
4443,200000000,200009088,9088
4444,200000000,200009090,9090
4445,200000000,200009092,9092
4446,200000000,200009094,9094
4447,200000000,200009096,9096
4448,200000000,200009098,9098
4449,200000000,200009100,9100
4450,200000000,200009102,9102
4451,200000000,200009104,9104
4452,200000000,200009106,9106
4453,200000000,200009108,9108
4454,200000000,200009110,9110
4455,200000000,200009112,9112
4456,200000000,200009114,9114
4457,200000000,200009116,9116
4458,200000000,200009118,9118
4459,200000000,200009120,9120
4460,200000000,200009122,9122
4461,200000000,200009124,9124
4462,200000000,200009126,9126
4463,200000000,200009128,9128
4464,200000000,200009130,9130
4465,200000000,200009132,9132
4466,200000000,200009134,9134
4467,200000000,200009136,9136
4468,200000000,200009138,9138
4469,200000000,200009140,9140
4470,200000000,200009142,9142
4471,200000000,200009144,9144
4472,200000000,200009146,9146
4473,200000000,200009148,9148
4474,200000000,200009150,9150
4475,200000000,200009152,9152
4476,200000000,200009154,9154
4477,200000000,200009156,9156
4478,200000000,200009158,9158
4479,200000000,200009160,9160
4480,200000000,200009162,9162
4481,200000000,200009164,9164
4482,200000000,200009166,9166
4483,200000000,200009168,9168
4484,200000000,200009170,9170
4485,200000000,200009172,9172
4486,200000000,200009174,9174
4487,200000000,200009176,9176
4488,200000000,200009178,9178
4489,200000000,200009180,9180
4490,200000000,200009182,9182
4491,200000000,200009184,9184
4492,200000000,200009186,9186
4493,200000000,200009188,9188
4494,200000000,200009190,9190
4495,200000000,200009192,9192
4496,200000000,200009194,9194
